"Year","Period","labor force participation rate","employment-population ratio","labor force","employment","unemployment","unemployment rate","State","Date"
1981,"May",63.1,61,1423885,1376584,47301,3.3,"oklahoma",1981-05-01
1981,"Jun",63.2,61.1,1427456,1380467,46989,3.3,"oklahoma",1981-06-01
1981,"Jul",63.2,61.1,1430352,1383122,47230,3.3,"oklahoma",1981-07-01
1981,"Aug",63.2,61,1433947,1384979,48968,3.4,"oklahoma",1981-08-01
1981,"Sep",63.1,60.9,1437395,1386464,50931,3.5,"oklahoma",1981-09-01
1981,"Oct",63.2,60.8,1442411,1387815,54596,3.8,"oklahoma",1981-10-01
1981,"Nov",63.2,60.6,1447598,1388946,58652,4.1,"oklahoma",1981-11-01
1981,"Dec",63.2,60.5,1452356,1390032,62324,4.3,"oklahoma",1981-12-01
1982,"Jan",63.2,60.4,1456351,1391444,64907,4.5,"oklahoma",1982-01-01
1982,"Feb",63.2,60.3,1460692,1393102,67590,4.6,"oklahoma",1982-02-01
1982,"Mar",63.2,60.2,1464706,1394573,70133,4.8,"oklahoma",1982-03-01
1982,"Apr",63.2,60,1469094,1395617,73477,5,"oklahoma",1982-04-01
1982,"May",63.2,59.9,1473594,1395896,77698,5.3,"oklahoma",1982-05-01
1982,"Jun",63.2,59.7,1477962,1394987,82975,5.6,"oklahoma",1982-06-01
1982,"Jul",63.2,59.4,1482568,1392994,89574,6,"oklahoma",1982-07-01
1982,"Aug",63.3,59.2,1487102,1390182,96920,6.5,"oklahoma",1982-08-01
1982,"Sep",63.3,58.9,1491405,1386802,104603,7,"oklahoma",1982-09-01
1982,"Oct",63.4,58.6,1495620,1383053,112567,7.5,"oklahoma",1982-10-01
1982,"Nov",63.4,58.3,1499161,1379395,119766,8,"oklahoma",1982-11-01
1982,"Dec",63.3,58,1501801,1376053,125748,8.4,"oklahoma",1982-12-01
1983,"Jan",63.2,57.8,1503119,1373592,129527,8.6,"oklahoma",1983-01-01
1983,"Feb",63.2,57.6,1505115,1373068,132047,8.8,"oklahoma",1983-02-01
1983,"Mar",63.1,57.6,1507821,1374979,132842,8.8,"oklahoma",1983-03-01
1983,"Apr",63.1,57.6,1511708,1379195,132513,8.8,"oklahoma",1983-04-01
1983,"May",63.2,57.7,1516192,1385080,131112,8.6,"oklahoma",1983-05-01
1983,"Jun",63.2,57.9,1521011,1391914,129097,8.5,"oklahoma",1983-06-01
1983,"Jul",63.2,58,1523755,1398886,124869,8.2,"oklahoma",1983-07-01
1983,"Aug",63.3,58.3,1526732,1405034,121698,8,"oklahoma",1983-08-01
1983,"Sep",63.4,58.5,1528079,1410030,118049,7.7,"oklahoma",1983-09-01
1983,"Oct",63.4,58.7,1528440,1414185,114255,7.5,"oklahoma",1983-10-01
1983,"Nov",63.4,58.9,1528136,1417640,110496,7.2,"oklahoma",1983-11-01
1983,"Dec",63.5,59,1528602,1420421,108181,7.1,"oklahoma",1983-12-01
1984,"Jan",63.5,59.1,1528723,1422928,105795,6.9,"oklahoma",1984-01-01
1984,"Feb",63.5,59.2,1529140,1425378,103762,6.8,"oklahoma",1984-02-01
1984,"Mar",63.6,59.3,1530476,1427784,102692,6.7,"oklahoma",1984-03-01
1984,"Apr",63.7,59.4,1532347,1429821,102526,6.7,"oklahoma",1984-04-01
1984,"May",63.8,59.5,1533587,1431278,102309,6.7,"oklahoma",1984-05-01
1984,"Jun",63.8,59.5,1534341,1431813,102528,6.7,"oklahoma",1984-06-01
1984,"Jul",63.8,59.5,1534887,1431301,103586,6.7,"oklahoma",1984-07-01
1984,"Aug",63.9,59.5,1534153,1430157,103996,6.8,"oklahoma",1984-08-01
1984,"Sep",63.9,59.5,1533098,1428686,104412,6.8,"oklahoma",1984-09-01
1984,"Oct",63.9,59.5,1533104,1427571,105533,6.9,"oklahoma",1984-10-01
1984,"Nov",64,59.6,1533733,1427589,106144,6.9,"oklahoma",1984-11-01
1984,"Dec",64.2,59.7,1536803,1428900,107903,7,"oklahoma",1984-12-01
1985,"Jan",64.4,59.8,1539694,1430449,109245,7.1,"oklahoma",1985-01-01
1985,"Feb",64.6,60,1541302,1431125,110177,7.1,"oklahoma",1985-02-01
1985,"Mar",64.6,60,1541344,1430543,110801,7.2,"oklahoma",1985-03-01
1985,"Apr",64.6,60,1539777,1429213,110564,7.2,"oklahoma",1985-04-01
1985,"May",64.6,60,1537542,1428010,109532,7.1,"oklahoma",1985-05-01
1985,"Jun",64.6,60,1536226,1427775,108451,7.1,"oklahoma",1985-06-01
1985,"Jul",64.7,60.2,1536889,1428891,107998,7,"oklahoma",1985-07-01
1985,"Aug",64.8,60.2,1539177,1431600,107577,7,"oklahoma",1985-08-01
1985,"Sep",64.9,60.3,1543612,1435482,108130,7,"oklahoma",1985-09-01
1985,"Oct",65,60.5,1548203,1439265,108938,7,"oklahoma",1985-10-01
1985,"Nov",65.1,60.5,1551557,1441821,109736,7.1,"oklahoma",1985-11-01
1985,"Dec",65.2,60.5,1554613,1442622,111991,7.2,"oklahoma",1985-12-01
1986,"Jan",65.3,60.4,1556970,1441987,114983,7.4,"oklahoma",1986-01-01
1986,"Feb",65.4,60.3,1561191,1440772,120419,7.7,"oklahoma",1986-02-01
1986,"Mar",65.5,60.2,1564349,1439401,124948,8,"oklahoma",1986-03-01
1986,"Apr",65.6,60.1,1567933,1437915,130018,8.3,"oklahoma",1986-04-01
1986,"May",65.6,60,1570697,1436232,134465,8.6,"oklahoma",1986-05-01
1986,"Jun",65.6,59.9,1571978,1434702,137276,8.7,"oklahoma",1986-06-01
1986,"Jul",65.6,59.8,1571712,1433664,138048,8.8,"oklahoma",1986-07-01
1986,"Aug",65.6,59.8,1570105,1432864,137241,8.7,"oklahoma",1986-08-01
1986,"Sep",65.6,59.9,1568264,1431996,136268,8.7,"oklahoma",1986-09-01
1986,"Oct",65.5,59.9,1564475,1430946,133529,8.5,"oklahoma",1986-10-01
1986,"Nov",65.4,59.9,1559823,1429503,130320,8.4,"oklahoma",1986-11-01
1986,"Dec",65.2,59.9,1554545,1428159,126386,8.1,"oklahoma",1986-12-01
1987,"Jan",65.1,59.9,1550515,1427092,123423,8,"oklahoma",1987-01-01
1987,"Feb",65,60,1546815,1426037,120778,7.8,"oklahoma",1987-02-01
1987,"Mar",65,60,1543601,1425350,118251,7.7,"oklahoma",1987-03-01
1987,"Apr",64.9,60,1540167,1425147,115020,7.5,"oklahoma",1987-04-01
1987,"May",64.8,60.1,1537295,1425109,112186,7.3,"oklahoma",1987-05-01
1987,"Jun",64.7,60.2,1533100,1424632,108468,7.1,"oklahoma",1987-06-01
1987,"Jul",64.6,60.2,1529131,1423388,105743,6.9,"oklahoma",1987-07-01
1987,"Aug",64.5,60.1,1525599,1421494,104105,6.8,"oklahoma",1987-08-01
1987,"Sep",64.5,60.1,1522920,1419580,103340,6.8,"oklahoma",1987-09-01
1987,"Oct",64.4,60.1,1521294,1418012,103282,6.8,"oklahoma",1987-10-01
1987,"Nov",64.4,60.1,1519429,1417017,102412,6.7,"oklahoma",1987-11-01
1987,"Dec",64.4,60.1,1517328,1416138,101190,6.7,"oklahoma",1987-12-01
1988,"Jan",64.3,60.1,1514740,1415106,99634,6.6,"oklahoma",1988-01-01
1988,"Feb",64.2,60.1,1511595,1413839,97756,6.5,"oklahoma",1988-02-01
1988,"Mar",64.1,60,1507494,1411711,95783,6.4,"oklahoma",1988-03-01
1988,"Apr",64,59.9,1503124,1408716,94408,6.3,"oklahoma",1988-04-01
1988,"May",63.9,59.8,1500464,1405640,94824,6.3,"oklahoma",1988-05-01
1988,"Jun",63.8,59.8,1497175,1403292,93883,6.3,"oklahoma",1988-06-01
1988,"Jul",63.8,59.8,1496891,1402232,94659,6.3,"oklahoma",1988-07-01
1988,"Aug",63.9,59.8,1498438,1402684,95754,6.4,"oklahoma",1988-08-01
1988,"Sep",64,59.9,1500153,1404406,95747,6.4,"oklahoma",1988-09-01
1988,"Oct",64,60,1501853,1406743,95110,6.3,"oklahoma",1988-10-01
1988,"Nov",64.1,60.1,1503153,1408984,94169,6.3,"oklahoma",1988-11-01
1988,"Dec",64.1,60.2,1503117,1410590,92527,6.2,"oklahoma",1988-12-01
1989,"Jan",64.1,60.2,1502762,1411573,91189,6.1,"oklahoma",1989-01-01
1989,"Feb",64,60.2,1501505,1412206,89299,5.9,"oklahoma",1989-02-01
1989,"Mar",64,60.3,1501056,1413342,87714,5.8,"oklahoma",1989-03-01
1989,"Apr",64.1,60.4,1503331,1415277,88054,5.9,"oklahoma",1989-04-01
1989,"May",64.2,60.5,1504884,1417599,87285,5.8,"oklahoma",1989-05-01
1989,"Jun",64.3,60.6,1506912,1419990,86922,5.8,"oklahoma",1989-06-01
1989,"Jul",64.4,60.7,1508382,1422133,86249,5.7,"oklahoma",1989-07-01
1989,"Aug",64.4,60.7,1509568,1423584,85984,5.7,"oklahoma",1989-08-01
1989,"Sep",64.4,60.8,1510835,1424147,86688,5.7,"oklahoma",1989-09-01
1989,"Oct",64.4,60.8,1509501,1424557,84944,5.6,"oklahoma",1989-10-01
1989,"Nov",64.4,60.8,1509336,1425361,83975,5.6,"oklahoma",1989-11-01
1989,"Dec",64.4,60.9,1509278,1426731,82547,5.5,"oklahoma",1989-12-01
1990,"Jan",64.4,60.9,1509996,1428687,81309,5.4,"oklahoma",1990-01-01
1990,"Feb",64.5,61,1511200,1431113,80087,5.3,"oklahoma",1990-02-01
1990,"Mar",64.5,61.1,1511873,1433510,78363,5.2,"oklahoma",1990-03-01
1990,"Apr",64.6,61.2,1513433,1435456,77977,5.2,"oklahoma",1990-04-01
1990,"May",64.5,61.3,1512085,1436812,75273,5,"oklahoma",1990-05-01
1990,"Jun",64.5,61.3,1513582,1437094,76488,5.1,"oklahoma",1990-06-01
1990,"Jul",64.6,61.3,1514425,1436103,78322,5.2,"oklahoma",1990-07-01
1990,"Aug",64.6,61.1,1514909,1434081,80828,5.3,"oklahoma",1990-08-01
1990,"Sep",64.5,60.9,1515104,1431260,83844,5.5,"oklahoma",1990-09-01
1990,"Oct",64.5,60.8,1514768,1427755,87013,5.7,"oklahoma",1990-10-01
1990,"Nov",64.4,60.6,1514043,1424389,89654,5.9,"oklahoma",1990-11-01
1990,"Dec",64.3,60.4,1513189,1421858,91331,6,"oklahoma",1990-12-01
1991,"Jan",64.2,60.3,1512203,1420103,92100,6.1,"oklahoma",1991-01-01
1991,"Feb",64.2,60.2,1511127,1418908,92219,6.1,"oklahoma",1991-02-01
1991,"Mar",64.1,60.2,1509772,1417970,91802,6.1,"oklahoma",1991-03-01
1991,"Apr",63.9,60.1,1508264,1417144,91120,6,"oklahoma",1991-04-01
1991,"May",63.9,60,1507090,1416516,90574,6,"oklahoma",1991-05-01
1991,"Jun",63.8,60,1506457,1416261,90196,6,"oklahoma",1991-06-01
1991,"Jul",63.7,59.9,1506292,1416391,89901,6,"oklahoma",1991-07-01
1991,"Aug",63.7,59.9,1506433,1417053,89380,5.9,"oklahoma",1991-08-01
1991,"Sep",63.6,59.9,1507182,1418360,88822,5.9,"oklahoma",1991-09-01
1991,"Oct",63.7,59.9,1509021,1420012,89009,5.9,"oklahoma",1991-10-01
1991,"Nov",63.7,59.9,1511843,1421769,90074,6,"oklahoma",1991-11-01
1991,"Dec",63.8,59.9,1515237,1423797,91440,6,"oklahoma",1991-12-01
1992,"Jan",63.9,60,1518836,1426222,92614,6.1,"oklahoma",1992-01-01
1992,"Feb",64,60.1,1522224,1428821,93403,6.1,"oklahoma",1992-02-01
1992,"Mar",64.1,60.1,1525039,1431466,93573,6.1,"oklahoma",1992-03-01
1992,"Apr",64.1,60.2,1527121,1433901,93220,6.1,"oklahoma",1992-04-01
1992,"May",64.1,60.2,1528235,1435802,92433,6,"oklahoma",1992-05-01
1992,"Jun",64,60.2,1528314,1437159,91155,6,"oklahoma",1992-06-01
1992,"Jul",63.9,60.2,1527900,1438147,89753,5.9,"oklahoma",1992-07-01
1992,"Aug",63.8,60.1,1527189,1438624,88565,5.8,"oklahoma",1992-08-01
1992,"Sep",63.7,60.1,1526021,1438610,87411,5.7,"oklahoma",1992-09-01
1992,"Oct",63.6,60,1524431,1438493,85938,5.6,"oklahoma",1992-10-01
1992,"Nov",63.5,59.9,1522598,1438111,84487,5.5,"oklahoma",1992-11-01
1992,"Dec",63.3,59.9,1520912,1437278,83634,5.5,"oklahoma",1992-12-01
1993,"Jan",63.3,59.8,1520058,1436515,83543,5.5,"oklahoma",1993-01-01
1993,"Feb",63.2,59.7,1520541,1436383,84158,5.5,"oklahoma",1993-02-01
1993,"Mar",63.3,59.7,1522696,1437328,85368,5.6,"oklahoma",1993-03-01
1993,"Apr",63.4,59.8,1526096,1439451,86645,5.7,"oklahoma",1993-04-01
1993,"May",63.5,59.9,1529861,1442236,87625,5.7,"oklahoma",1993-05-01
1993,"Jun",63.6,59.9,1533415,1445023,88392,5.8,"oklahoma",1993-06-01
1993,"Jul",63.6,60,1535988,1447392,88596,5.8,"oklahoma",1993-07-01
1993,"Aug",63.7,60,1537652,1449515,88137,5.7,"oklahoma",1993-08-01
1993,"Sep",63.7,60,1539242,1451770,87472,5.7,"oklahoma",1993-09-01
1993,"Oct",63.7,60.1,1541053,1454075,86978,5.6,"oklahoma",1993-10-01
1993,"Nov",63.7,60.1,1543159,1456251,86908,5.6,"oklahoma",1993-11-01
1993,"Dec",63.8,60.2,1545527,1458335,87192,5.6,"oklahoma",1993-12-01
1994,"Jan",63.8,60.2,1547536,1460034,87502,5.7,"oklahoma",1994-01-01
1994,"Feb",63.8,60.2,1548448,1460998,87450,5.6,"oklahoma",1994-02-01
1994,"Mar",63.8,60.2,1548105,1461140,86965,5.6,"oklahoma",1994-03-01
1994,"Apr",63.7,60.1,1547091,1460980,86111,5.6,"oklahoma",1994-04-01
1994,"May",63.6,60.1,1546338,1461434,84904,5.5,"oklahoma",1994-05-01
1994,"Jun",63.6,60.2,1546485,1463088,83397,5.4,"oklahoma",1994-06-01
1994,"Jul",63.6,60.2,1547904,1465953,81951,5.3,"oklahoma",1994-07-01
1994,"Aug",63.6,60.3,1550166,1469439,80727,5.2,"oklahoma",1994-08-01
1994,"Sep",63.7,60.4,1552432,1473013,79419,5.1,"oklahoma",1994-09-01
1994,"Oct",63.7,60.5,1554221,1476502,77719,5,"oklahoma",1994-10-01
1994,"Nov",63.7,60.6,1555464,1479867,75597,4.9,"oklahoma",1994-11-01
1994,"Dec",63.7,60.7,1556016,1482653,73363,4.7,"oklahoma",1994-12-01
1995,"Jan",63.7,60.8,1555995,1484533,71462,4.6,"oklahoma",1995-01-01
1995,"Feb",63.6,60.8,1555969,1485801,70168,4.5,"oklahoma",1995-02-01
1995,"Mar",63.6,60.8,1556200,1486701,69499,4.5,"oklahoma",1995-03-01
1995,"Apr",63.6,60.8,1556582,1487216,69366,4.5,"oklahoma",1995-04-01
1995,"May",63.6,60.7,1557144,1487485,69659,4.5,"oklahoma",1995-05-01
1995,"Jun",63.6,60.7,1557992,1487890,70102,4.5,"oklahoma",1995-06-01
1995,"Jul",63.6,60.7,1558983,1488709,70274,4.5,"oklahoma",1995-07-01
1995,"Aug",63.6,60.7,1559977,1490008,69969,4.5,"oklahoma",1995-08-01
1995,"Sep",63.5,60.7,1561024,1491550,69474,4.5,"oklahoma",1995-09-01
1995,"Oct",63.5,60.7,1562198,1493243,68955,4.4,"oklahoma",1995-10-01
1995,"Nov",63.5,60.7,1563434,1495091,68343,4.4,"oklahoma",1995-11-01
1995,"Dec",63.5,60.7,1564902,1497186,67716,4.3,"oklahoma",1995-12-01
1996,"Jan",63.5,60.8,1567002,1499911,67091,4.3,"oklahoma",1996-01-01
1996,"Feb",63.6,60.9,1569821,1503419,66402,4.2,"oklahoma",1996-02-01
1996,"Mar",63.6,61,1573207,1507657,65550,4.2,"oklahoma",1996-03-01
1996,"Apr",63.7,61.1,1577016,1512568,64448,4.1,"oklahoma",1996-04-01
1996,"May",63.8,61.3,1581035,1517943,63092,4,"oklahoma",1996-05-01
1996,"Jun",63.9,61.4,1584938,1523152,61786,3.9,"oklahoma",1996-06-01
1996,"Jul",64,61.6,1588575,1527646,60929,3.8,"oklahoma",1996-07-01
1996,"Aug",64.1,61.6,1592039,1531185,60854,3.8,"oklahoma",1996-08-01
1996,"Sep",64.1,61.7,1595052,1533587,61465,3.9,"oklahoma",1996-09-01
1996,"Oct",64.2,61.6,1597490,1534905,62585,3.9,"oklahoma",1996-10-01
1996,"Nov",64.2,61.6,1599395,1535558,63837,4,"oklahoma",1996-11-01
1996,"Dec",64.2,61.6,1600787,1536130,64657,4,"oklahoma",1996-12-01
1997,"Jan",64.2,61.6,1601694,1536777,64917,4.1,"oklahoma",1997-01-01
1997,"Feb",64.2,61.6,1602324,1537577,64747,4,"oklahoma",1997-02-01
1997,"Mar",64.1,61.6,1603014,1538717,64297,4,"oklahoma",1997-03-01
1997,"Apr",64.1,61.5,1603913,1539992,63921,4,"oklahoma",1997-04-01
1997,"May",64.1,61.5,1604806,1540973,63833,4,"oklahoma",1997-05-01
1997,"Jun",64.1,61.5,1605759,1541841,63918,4,"oklahoma",1997-06-01
1997,"Jul",64.1,61.5,1607028,1543059,63969,4,"oklahoma",1997-07-01
1997,"Aug",64.1,61.5,1608498,1544745,63753,4,"oklahoma",1997-08-01
1997,"Sep",64.1,61.6,1609982,1546890,63092,3.9,"oklahoma",1997-09-01
1997,"Oct",64,61.6,1611545,1549293,62252,3.9,"oklahoma",1997-10-01
1997,"Nov",64.1,61.6,1613271,1551684,61587,3.8,"oklahoma",1997-11-01
1997,"Dec",64.1,61.7,1615420,1554080,61340,3.8,"oklahoma",1997-12-01
1998,"Jan",64.1,61.7,1617911,1556415,61496,3.8,"oklahoma",1998-01-01
1998,"Feb",64.2,61.8,1620733,1558503,62230,3.8,"oklahoma",1998-02-01
1998,"Mar",64.3,61.8,1623670,1560055,63615,3.9,"oklahoma",1998-03-01
1998,"Apr",64.3,61.8,1626601,1561239,65362,4,"oklahoma",1998-04-01
1998,"May",64.4,61.8,1629613,1562446,67167,4.1,"oklahoma",1998-05-01
1998,"Jun",64.5,61.8,1632507,1563790,68717,4.2,"oklahoma",1998-06-01
1998,"Jul",64.5,61.8,1634977,1565297,69680,4.3,"oklahoma",1998-07-01
1998,"Aug",64.5,61.8,1637262,1567372,69890,4.3,"oklahoma",1998-08-01
1998,"Sep",64.6,61.8,1639748,1570254,69494,4.2,"oklahoma",1998-09-01
1998,"Oct",64.6,61.9,1642407,1573879,68528,4.2,"oklahoma",1998-10-01
1998,"Nov",64.6,62,1644848,1577653,67195,4.1,"oklahoma",1998-11-01
1998,"Dec",64.7,62.1,1646804,1580963,65841,4,"oklahoma",1998-12-01
1999,"Jan",64.7,62.1,1648314,1583717,64597,3.9,"oklahoma",1999-01-01
1999,"Feb",64.7,62.2,1649640,1586304,63336,3.8,"oklahoma",1999-02-01
1999,"Mar",64.7,62.3,1651018,1589129,61889,3.7,"oklahoma",1999-03-01
1999,"Apr",64.7,62.3,1652590,1592284,60306,3.6,"oklahoma",1999-04-01
1999,"May",64.7,62.4,1654178,1595512,58666,3.5,"oklahoma",1999-05-01
1999,"Jun",64.7,62.5,1655787,1598650,57137,3.5,"oklahoma",1999-06-01
1999,"Jul",64.7,62.5,1657437,1601482,55955,3.4,"oklahoma",1999-07-01
1999,"Aug",64.7,62.6,1658845,1603719,55126,3.3,"oklahoma",1999-08-01
1999,"Sep",64.7,62.6,1659658,1605144,54514,3.3,"oklahoma",1999-09-01
1999,"Oct",64.7,62.5,1659672,1605658,54014,3.3,"oklahoma",1999-10-01
1999,"Nov",64.6,62.5,1659275,1605844,53431,3.2,"oklahoma",1999-11-01
1999,"Dec",64.5,62.5,1658758,1606116,52642,3.2,"oklahoma",1999-12-01
2000,"Jan",64.5,62.5,1658128,1606349,51779,3.1,"oklahoma",2000-01-01
2000,"Feb",64.4,62.4,1657249,1606334,50915,3.1,"oklahoma",2000-02-01
2000,"Mar",64.3,62.4,1656292,1606033,50259,3,"oklahoma",2000-03-01
2000,"Apr",64.3,62.3,1655593,1605639,49954,3,"oklahoma",2000-04-01
2000,"May",64.2,62.3,1655310,1605376,49934,3,"oklahoma",2000-05-01
2000,"Jun",64.2,62.2,1655227,1605134,50093,3,"oklahoma",2000-06-01
2000,"Jul",64.1,62.2,1655090,1604901,50189,3,"oklahoma",2000-07-01
2000,"Aug",64.1,62.1,1654996,1605055,49941,3,"oklahoma",2000-08-01
2000,"Sep",64,62.1,1655317,1606011,49306,3,"oklahoma",2000-09-01
2000,"Oct",64,62.2,1656568,1607959,48609,2.9,"oklahoma",2000-10-01
2000,"Nov",64.1,62.2,1658779,1610444,48335,2.9,"oklahoma",2000-11-01
2000,"Dec",64.2,62.3,1661353,1612737,48616,2.9,"oklahoma",2000-12-01
2001,"Jan",64.2,62.3,1663919,1614537,49382,3,"oklahoma",2001-01-01
2001,"Feb",64.3,62.4,1666318,1615747,50571,3,"oklahoma",2001-02-01
2001,"Mar",64.4,62.3,1668282,1616225,52057,3.1,"oklahoma",2001-03-01
2001,"Apr",64.4,62.3,1669508,1615849,53659,3.2,"oklahoma",2001-04-01
2001,"May",64.4,62.2,1670311,1614929,55382,3.3,"oklahoma",2001-05-01
2001,"Jun",64.4,62.2,1671412,1614031,57381,3.4,"oklahoma",2001-06-01
2001,"Jul",64.4,62.1,1673696,1613720,59976,3.6,"oklahoma",2001-07-01
2001,"Aug",64.5,62.1,1677111,1613727,63384,3.8,"oklahoma",2001-08-01
2001,"Sep",64.6,62,1681059,1613786,67273,4,"oklahoma",2001-09-01
2001,"Oct",64.7,62,1684858,1613967,70891,4.2,"oklahoma",2001-10-01
2001,"Nov",64.8,61.9,1688092,1614268,73824,4.4,"oklahoma",2001-11-01
2001,"Dec",64.8,61.9,1691018,1614857,76161,4.5,"oklahoma",2001-12-01
2002,"Jan",64.9,61.9,1693468,1615684,77784,4.6,"oklahoma",2002-01-01
2002,"Feb",64.9,61.9,1694747,1616241,78506,4.6,"oklahoma",2002-02-01
2002,"Mar",64.9,61.9,1694784,1616351,78433,4.6,"oklahoma",2002-03-01
2002,"Apr",64.8,61.8,1694176,1616317,77859,4.6,"oklahoma",2002-04-01
2002,"May",64.7,61.8,1693379,1616253,77126,4.6,"oklahoma",2002-05-01
2002,"Jun",64.6,61.7,1692322,1615951,76371,4.5,"oklahoma",2002-06-01
2002,"Jul",64.5,61.6,1690821,1614998,75823,4.5,"oklahoma",2002-07-01
2002,"Aug",64.4,61.5,1689406,1613562,75844,4.5,"oklahoma",2002-08-01
2002,"Sep",64.3,61.4,1688681,1611872,76809,4.5,"oklahoma",2002-09-01
2002,"Oct",64.3,61.3,1688452,1609775,78677,4.7,"oklahoma",2002-10-01
2002,"Nov",64.2,61.2,1688408,1607499,80909,4.8,"oklahoma",2002-11-01
2002,"Dec",64.2,61,1688445,1605379,83066,4.9,"oklahoma",2002-12-01
2003,"Jan",64.2,61,1689073,1603770,85303,5.1,"oklahoma",2003-01-01
2003,"Feb",64.2,60.9,1690745,1602941,87804,5.2,"oklahoma",2003-02-01
2003,"Mar",64.3,60.9,1692947,1602577,90370,5.3,"oklahoma",2003-03-01
2003,"Apr",64.3,60.8,1694798,1602075,92723,5.5,"oklahoma",2003-04-01
2003,"May",64.3,60.7,1695746,1601178,94568,5.6,"oklahoma",2003-05-01
2003,"Jun",64.3,60.7,1695870,1600239,95631,5.6,"oklahoma",2003-06-01
2003,"Jul",64.2,60.6,1695146,1599570,95576,5.6,"oklahoma",2003-07-01
2003,"Aug",64.1,60.6,1693626,1599275,94351,5.6,"oklahoma",2003-08-01
2003,"Sep",64,60.5,1691838,1599556,92282,5.5,"oklahoma",2003-09-01
2003,"Oct",63.9,60.5,1690587,1600565,90022,5.3,"oklahoma",2003-10-01
2003,"Nov",63.9,60.6,1690343,1602167,88176,5.2,"oklahoma",2003-11-01
2003,"Dec",63.9,60.6,1690773,1604023,86750,5.1,"oklahoma",2003-12-01
2004,"Jan",63.9,60.7,1691321,1605769,85552,5.1,"oklahoma",2004-01-01
2004,"Feb",63.9,60.7,1691995,1607495,84500,5,"oklahoma",2004-02-01
2004,"Mar",63.9,60.8,1692984,1609511,83473,4.9,"oklahoma",2004-03-01
2004,"Apr",63.9,60.8,1694187,1611922,82265,4.9,"oklahoma",2004-04-01
2004,"May",64,60.9,1695548,1614690,80858,4.8,"oklahoma",2004-05-01
2004,"Jun",64,61,1697236,1617766,79470,4.7,"oklahoma",2004-06-01
2004,"Jul",64,61.1,1699438,1621154,78284,4.6,"oklahoma",2004-07-01
2004,"Aug",64.1,61.2,1702024,1624629,77395,4.5,"oklahoma",2004-08-01
2004,"Sep",64.1,61.2,1704600,1627730,76870,4.5,"oklahoma",2004-09-01
2004,"Oct",64.2,61.3,1706995,1630217,76778,4.5,"oklahoma",2004-10-01
2004,"Nov",64.2,61.3,1709137,1632157,76980,4.5,"oklahoma",2004-11-01
2004,"Dec",64.2,61.3,1711194,1633928,77266,4.5,"oklahoma",2004-12-01
2005,"Jan",64.3,61.4,1713259,1635953,77306,4.5,"oklahoma",2005-01-01
2005,"Feb",64.3,61.4,1715148,1638283,76865,4.5,"oklahoma",2005-02-01
2005,"Mar",64.3,61.5,1717115,1641028,76087,4.4,"oklahoma",2005-03-01
2005,"Apr",64.4,61.6,1719385,1644110,75275,4.4,"oklahoma",2005-04-01
2005,"May",64.4,61.6,1721839,1647189,74650,4.3,"oklahoma",2005-05-01
2005,"Jun",64.5,61.7,1724221,1649866,74355,4.3,"oklahoma",2005-06-01
2005,"Jul",64.5,61.7,1726331,1651814,74517,4.3,"oklahoma",2005-07-01
2005,"Aug",64.5,61.7,1727847,1653005,74842,4.3,"oklahoma",2005-08-01
2005,"Sep",64.3,61.5,1728508,1653748,74760,4.3,"oklahoma",2005-09-01
2005,"Oct",64.3,61.5,1728309,1654397,73912,4.3,"oklahoma",2005-10-01
2005,"Nov",64.2,61.5,1727359,1654997,72362,4.2,"oklahoma",2005-11-01
2005,"Dec",64,61.4,1725793,1655299,70494,4.1,"oklahoma",2005-12-01
2006,"Jan",63.9,61.3,1724054,1655416,68638,4,"oklahoma",2006-01-01
2006,"Feb",63.8,61.3,1722663,1655615,67048,3.9,"oklahoma",2006-02-01
2006,"Mar",63.7,61.2,1722052,1656035,66017,3.8,"oklahoma",2006-03-01
2006,"Apr",63.6,61.2,1722392,1656739,65653,3.8,"oklahoma",2006-04-01
2006,"May",63.6,61.2,1723677,1657913,65764,3.8,"oklahoma",2006-05-01
2006,"Jun",63.6,61.1,1725346,1659223,66123,3.8,"oklahoma",2006-06-01
2006,"Jul",63.6,61.1,1727305,1660723,66582,3.9,"oklahoma",2006-07-01
2006,"Aug",63.6,61.1,1729615,1662412,67203,3.9,"oklahoma",2006-08-01
2006,"Sep",63.6,61.1,1732190,1664049,68141,3.9,"oklahoma",2006-09-01
2006,"Oct",63.7,61.1,1734842,1665674,69168,4,"oklahoma",2006-10-01
2006,"Nov",63.7,61.1,1737491,1667459,70032,4,"oklahoma",2006-11-01
2006,"Dec",63.7,61.1,1739790,1669159,70631,4.1,"oklahoma",2006-12-01
2007,"Jan",63.7,61.1,1741263,1670302,70961,4.1,"oklahoma",2007-01-01
2007,"Feb",63.7,61.1,1741689,1670547,71142,4.1,"oklahoma",2007-02-01
2007,"Mar",63.6,61,1740920,1669831,71089,4.1,"oklahoma",2007-03-01
2007,"Apr",63.5,60.9,1739350,1668553,70797,4.1,"oklahoma",2007-04-01
2007,"May",63.4,60.8,1737609,1667185,70424,4.1,"oklahoma",2007-05-01
2007,"Jun",63.3,60.7,1736416,1666404,70012,4,"oklahoma",2007-06-01
2007,"Jul",63.2,60.7,1736103,1666517,69586,4,"oklahoma",2007-07-01
